iter	MultiClass
125	0.3521904427
126	0.3504389107
127	0.3492246161
128	0.3476098998
129	0.3465426888
130	0.3450782166
131	0.3440681035
132	0.3428389284
133	0.3415299959
134	0.3400689822
135	0.3392427675
136	0.3381447451
137	0.3369797214
138	0.3350569873
139	0.3339277695
140	0.331934829
141	0.330966364
142	0.3295303944
143	0.3281646443
144	0.3272462868
145	0.3264293535
146	0.3253468022
147	0.3246964167
148	0.3228138412
149	0.3223392362
150	0.3212667939
151	0.3202034771
152	0.3192339129
153	0.3183848667
154	0.3173632418
155	0.3164155502
156	0.3149239567
157	0.3136347632
158	0.3126110242
159	0.3118813011
160	0.3109966246
161	0.3081468321
162	0.3058822698
163	0.3053324969
164	0.3039787125
165	0.3035436663
166	0.3018764002
167	0.2999727982
168	0.2992024965
169	0.2985469726
170	0.2975150057
171	0.2961511714
172	0.2957656097
173	0.2940461707
174	0.293334995
175	0.2925496991
176	0.292017893
177	0.2916156366
178	0.2908781202
179	0.2905357451
180	0.2896937816
181	0.2879315928
182	0.2866249553
183	0.2852467102
184	0.2847175396
185	0.2836750907
186	0.2821796374
187	0.2806972589
188	0.2798745493
189	0.2793277727
190	0.2784193515
191	0.276939421
192	0.2754371786
193	0.2747056266
194	0.2742688988
195	0.2734399091
196	0.273119566
197	0.2724051147
198	0.2704133876
199	0.2694894494
200	0.2683165712
201	0.2666277648
202	0.2650691612
203	0.2639786049
204	0.263524629
205	0.2624384331
206	0.2613180034
207	0.2608857272
208	0.2603810462
209	0.2598525536
210	0.2596304814
211	0.2585702745
212	0.258372667
213	0.2572327655
214	0.2558185495
215	0.2550990301
216	0.2546713043
217	0.2542650441
218	0.2535027758
219	0.2533334254
220	0.2528172403
221	0.2522172313
222	0.2517521955
223	0.2507099321
224	0.2497693144
225	0.2491299268
226	0.2488413609
227	0.2485515876
228	0.2479457449
229	0.2469745771
230	0.2463311533
231	0.2455923476
232	0.2444263508
233	0.2434740101
234	0.242764541
235	0.2414511547
236	0.2408141424
237	0.2396583087
238	0.2391117051
239	0.2379967388
240	0.2377663048
241	0.2372246202
242	0.2356991513
243	0.2352439593
244	0.2351100462
245	0.2347287571
246	0.2336950077
247	0.2326136529
248	0.2324331026
249	0.2310830874
250	0.2307880886
251	0.230307385
252	0.2294141783
253	0.2278390091
254	0.2275475626
255	0.2271000275
256	0.2264646907
257	0.2258385723
258	0.2257169615
259	0.2253681191
260	0.2248188343
261	0.2243064345
262	0.2237802906
263	0.2236502995
264	0.2231266788
265	0.2216861723
266	0.2214670934
267	0.2207512676
268	0.21991853
269	0.2195720735
270	0.2191748054
271	0.218945173
272	0.2183467244
273	0.2178080289
274	0.2175774029
275	0.2167917684
276	0.2158415441
277	0.2153194079
278	0.2150167942
279	0.2142258693
280	0.2140164173
281	0.2131567714
282	0.2123584603
283	0.2117249821
284	0.2108164696
285	0.2102850867
286	0.2096762517
287	0.2092099591
288	0.208843714
289	0.2081567092
290	0.2072264581
291	0.2068053573
292	0.2059629144
293	0.2047379084
294	0.2043588703
295	0.2032956874
296	0.2019068588
297	0.201371223
298	0.2010651608
299	0.2005681794
300	0.2001575406
301	0.1995023055
302	0.1989878783
303	0.1977750785
304	0.197452686
305	0.197259458
306	0.1970033908
307	0.1965757914
308	0.1961786451
309	0.194800304
310	0.1940615372
311	0.1937866969
312	0.1932643957
313	0.1927993827
314	0.191957194
315	0.1910814021
316	0.1908903067
317	0.1906065295
318	0.190415528
319	0.1899605462
320	0.1891949462
321	0.1887114377
322	0.187989767
323	0.1875444511
324	0.186778044
325	0.1863520121
326	0.1855521385
327	0.1848213267
328	0.1845683173
329	0.1841969785
330	0.1832876653
331	0.1829239973
332	0.1825051665
333	0.1817972252
334	0.1814800818
335	0.1812046536
336	0.1802881433
337	0.1797099947
338	0.1793072568
339	0.1786656622
340	0.1777647832
341	0.1773022484
342	0.1771431662
343	0.176873949
344	0.1766392653
345	0.1761290389
346	0.1756831593
347	0.1745950215
348	0.1743416135
349	0.1737790872
350	0.1731403053
351	0.1722683859
352	0.17173895
353	0.1710248365
354	0.1707758823
355	0.1705041294
356	0.1700579982
357	0.1694872002
358	0.1688911052
359	0.1684977511
360	0.1680159575
361	0.1673761446
362	0.1672842697
363	0.1668846934
364	0.166465267
365	0.1659311445
366	0.1655842776
367	0.1647233359
368	0.1640717402
369	0.1637836852
370	0.1634047199
371	0.1628313769
372	0.1621284418
373	0.1617004098
374	0.1614859804
375	0.1607671615
376	0.1602752735
377	0.1601137828
378	0.1595049625
379	0.1593245998
380	0.1589847733
381	0.1587149252
382	0.1584392337
383	0.1579202131
384	0.1575310543
385	0.1572999293
386	0.1568094127
387	0.156570943
388	0.156030965
389	0.1558678838
390	0.1554366354
391	0.1549980704
392	0.1543545178
393	0.1540411388
394	0.1536678548
395	0.1531903333
396	0.1530200499
397	0.1520259402
398	0.151496715
399	0.151405881
400	0.1510027166
401	0.1506869266
402	0.1502127756
403	0.1497484115
404	0.1494678454
405	0.1490557391
406	0.1488332171
407	0.148598349
408	0.1482764167
409	0.1478227574
410	0.1474175801
411	0.1471043545
412	0.1465150154
413	0.1462251588
414	0.1458725239
415	0.1454095312
416	0.1451204448
417	0.144688628
418	0.1442507821
419	0.143907927
420	0.1433082627
421	0.1431074938
422	0.1425079064
423	0.1416378515
424	0.1413563266
425	0.1411423144
426	0.1408395248
427	0.1403491629
428	0.140023387
429	0.139780633
430	0.1393567339
431	0.1388175781
432	0.1382252222
433	0.1374861663
434	0.1371771799
435	0.1369982404
436	0.1362331329
437	0.1360153395
438	0.1355185269
439	0.1354328138
440	0.1351776413
441	0.1347822529
442	0.1340991682
443	0.1333626626
444	0.1331726866
445	0.1329203346
446	0.1323779319
447	0.1319368743
448	0.1316249109
449	0.1312156346
450	0.1310448835
451	0.130985065
452	0.1306450527
453	0.1304143053
454	0.1301226684
455	0.1298318983
456	0.1297487307
457	0.1294951342
458	0.1291883262
459	0.1289878467
460	0.1288449851
461	0.1284102708
462	0.1281970271
463	0.1277942444
464	0.1274974692
465	0.127014909
466	0.126781632
467	0.1260332536
468	0.1254621524
469	0.125374977
470	0.1250979319
471	0.1247281293
472	0.1243933083
473	0.1242565068
474	0.1236136533
475	0.123030275
476	0.1229738349
477	0.1226252879
478	0.1220571319
479	0.1217113372
480	0.1213256432
481	0.1210898745
482	0.1209000907
483	0.1207142063
484	0.1204419372
485	0.1198854236
486	0.1196115479
487	0.1192087971
488	0.1189786889
489	0.1186471928
490	0.1182461142
491	0.1176788654
492	0.1171378782
493	0.1168649781
494	0.1165227236
495	0.1160934132
496	0.1157671292
497	0.1155125965
498	0.1151165147
499	0.114903706
500	0.1145126266
501	0.1143607484
502	0.1142296406
503	0.1141305796
504	0.1139895889
505	0.1137118418
506	0.1136255314
507	0.1133924183
508	0.1130581158
509	0.1128374809
510	0.1125369894
511	0.112289305
512	0.1120940447
513	0.1119986949
514	0.111499521
515	0.1113230558
516	0.1110129768
517	0.110752003
518	0.1106080661
519	0.1103068772
520	0.1101040958
521	0.1098987768
522	0.1096705008
523	0.1095657049
524	0.1094647822
525	0.1091860708
526	0.1090249476
527	0.1087508975
528	0.1085481965
529	0.1083340841
530	0.1081107821
531	0.1078984
532	0.1076701363
533	0.1075437055
534	0.1073205071
535	0.1069601107
536	0.1066716913
537	0.1063345616
538	0.1061166531
539	0.1058727921
540	0.1057702703
541	0.1055455994
542	0.1052773122
543	0.1051281415
544	0.105012496
545	0.1048148301
546	0.1047580862
547	0.1045697851
548	0.1045187183
549	0.1043763614
550	0.1040449664
551	0.1040064301
552	0.103860701
553	0.1037865903
554	0.1034805119
555	0.1033332616
556	0.1031425407
557	0.1028452107
558	0.1026366618
559	0.1024372822
560	0.1022230299
561	0.1018763148
562	0.1016760032
563	0.1015716411
564	0.1011616558
565	0.1008263328
566	0.1005933075
567	0.1003420602
568	0.1002158702
569	0.09989389824
570	0.09968445022
571	0.09946457036
572	0.09922529965
573	0.09900104577
574	0.09870128249
575	0.09858940737
576	0.09844107924
577	0.09829463799
578	0.09815879464
579	0.09794437471
580	0.09784176266
581	0.09773408002
582	0.09746641455
583	0.09724186195
584	0.09688664766
585	0.09660827784
586	0.096512126
587	0.09629489298
588	0.09613576482
589	0.09573890754
590	0.0955865906
591	0.09532442651
592	0.09506414808
593	0.09480576632
594	0.09455952254
595	0.09440172326
596	0.09399792518
597	0.09383035387
598	0.09345154456
599	0.09332497098
600	0.09310495239
601	0.09277462325
602	0.09234941332
603	0.09214808989
604	0.09188480657
605	0.09178696064
606	0.09158021457
607	0.09138585364
608	0.09123192575
609	0.09112315338
610	0.0907897875
611	0.09060756805
612	0.09042090312
613	0.09029315714
614	0.09017545387
615	0.08980657955
616	0.08975671366
617	0.08956177438
618	0.08934916309
619	0.08913526985
620	0.08897538072
621	0.0888122682
622	0.08861174449
623	0.08825058129
624	0.08788785134
625	0.08779532619
626	0.08752628696
627	0.08725534905
628	0.087189911
629	0.08697118524
630	0.08674152486
631	0.08657273303
632	0.08647700034
633	0.08628118473
634	0.0861214754
635	0.08584131905
636	0.08565533665
637	0.0854483727
638	0.08532704234
639	0.08522184303
640	0.08508571307
641	0.08493306327
642	0.0847808831
643	0.0846467002
644	0.08452174217
645	0.0841732816
646	0.08395351154
647	0.08372156686
648	0.0836699797
649	0.08338917028
650	0.08317767331
651	0.08285089783
652	0.08254519665
653	0.08226742612
654	0.08206363862
655	0.08195462332
656	0.08183443533
657	0.08170416313
658	0.08154682782
659	0.08123774476
660	0.08114543079
661	0.08094737329
662	0.08083711609
663	0.08068164238
664	0.08053940423
665	0.08038448252
666	0.08031106816
667	0.08024058702
668	0.08012515174
669	0.08002248517
670	0.07995080516
671	0.07970472023
672	0.07949067974
673	0.07931948611
674	0.07921018946
675	0.0790605221
676	0.07886828202
677	0.07858959359
678	0.078512562
679	0.07831633503
680	0.07821233699
681	0.07806821134
682	0.07794354909
683	0.07786312134
684	0.077681454
685	0.07752080123
686	0.0773997108
687	0.07723233788
688	0.07713622829
689	0.07703867187
690	0.0769412096
691	0.07673756036
692	0.07657718058
693	0.07651507833
694	0.07634298947
695	0.0762368377
696	0.07609264992
697	0.07600575204
698	0.0759741435
699	0.07588912269
700	0.07580302138
701	0.07568548777
702	0.0754919449
703	0.0753397254
704	0.07528921952
705	0.07509263996
706	0.07486231415
707	0.07478401143
708	0.07464735433
709	0.07447613495
710	0.07430328745
711	0.07410144269
712	0.0739184399
713	0.0738351407
714	0.07358019461
715	0.07354561946
716	0.07342630123
717	0.07337711265
718	0.07322989191
719	0.0730739635
720	0.07282727107
721	0.07267699508
722	0.07259472685
723	0.07241148829
724	0.07235819408
725	0.07228521194
726	0.07216101904
727	0.07208358602
728	0.07205513243
729	0.07183012965
730	0.07166738908
731	0.07140719496
732	0.07120205346
733	0.07115076343
734	0.07104552619
735	0.07096164826
736	0.07075844716
737	0.07065449149
738	0.07048709232
739	0.07029805032
740	0.07020618051
741	0.0700305434
742	0.06989770231
743	0.06985862545
744	0.06982290058
745	0.06952764128
746	0.069275344
747	0.06908163142
748	0.0690325652
749	0.06882203947
750	0.06867706237
751	0.06847880804
752	0.06837689605
753	0.06820835398
754	0.06812056749
755	0.06795203196
756	0.06779589364
757	0.06763028072
758	0.06734137208
759	0.0672538612
760	0.06714245592
761	0.06705248524
762	0.06692461504
763	0.06681430074
764	0.066773212
765	0.06667829722
766	0.06648316445
767	0.0662963044
768	0.06612408838
769	0.06601219771
770	0.06598130675
771	0.06587592667
772	0.06571319196
773	0.06568023903
774	0.06559253427
775	0.06549505966
776	0.06543124415
777	0.0653481852
778	0.06529947366
779	0.06525440507
780	0.06513953096
781	0.06509640576
782	0.06500654186
783	0.064890151
784	0.06483171368
785	0.06478281527
786	0.06468564154
787	0.06459542182
788	0.06454161556
789	0.06442172393
790	0.06428663205
791	0.06417773962
792	0.06414345935
793	0.06405777308
794	0.06390122005
795	0.06374102908
796	0.06368387275
797	0.06347417309
798	0.06332658575
799	0.06319674474
800	0.06299006195
801	0.06290791233
802	0.06267788843
803	0.06260714887
804	0.06256797771
805	0.06243830172
806	0.06237510109
807	0.06231993775
808	0.06221647175
809	0.06215856764
810	0.06206594993
811	0.06198779111
812	0.06177254271
813	0.06171675363
814	0.06153151745
815	0.06141185473
816	0.06132879033
817	0.06127224085
818	0.06117581014
819	0.06108059006
820	0.06103616804
821	0.06088692585
822	0.06073309862
823	0.06055948802
824	0.06051054484
825	0.06035655325
826	0.06026015063
827	0.06021339467
828	0.0600195086
829	0.05991335947
830	0.05985744093
831	0.05980795491
832	0.05967680586
833	0.05961300768
834	0.05951974008
835	0.05942375164
836	0.05931881302
837	0.05916851649
838	0.05906502227
839	0.05901860436
840	0.05897085186
841	0.05887627288
842	0.05877885757
843	0.05871666488
844	0.05869299649
845	0.05863590537
846	0.05849230729
847	0.05844062459
848	0.05840397721
849	0.05828287504
850	0.05823561877
851	0.05813552789
852	0.05810152245
853	0.0579883183
854	0.05783969296
855	0.0577171582
856	0.05758155314
857	0.05747351652
858	0.05736058538
859	0.05728660325
860	0.05720533747
861	0.0571623945
862	0.057096114
863	0.05693829761
864	0.05686640222
865	0.05679936594
866	0.05677260612
867	0.05661906661
868	0.05658529017
869	0.05654208476
870	0.0564402699
871	0.05628319694
872	0.05617192036
873	0.05598336741
874	0.05592090204
875	0.05582393281
876	0.05571310864
877	0.05564060964
878	0.05560734072
879	0.05555960866
880	0.05539377129
881	0.05527363054
882	0.05518102363
883	0.05514163758
884	0.0550492481
885	0.05498675947
886	0.05482493594
887	0.05480919817
888	0.05474477181
889	0.05462628685
890	0.05449547843
891	0.0544149856
892	0.054297324
893	0.05409871655
894	0.05402188006
895	0.05389343371
896	0.05381951325
897	0.05370062954
898	0.05359872986
899	0.05353436482
900	0.05346151765
901	0.05337979166
902	0.05327733512
903	0.05319675247
904	0.05317050689
905	0.05308589511
906	0.05301746231
907	0.0529459766
908	0.05281290658
909	0.05269967314
910	0.05263785492
911	0.05259927614
912	0.05256792982
913	0.05245464477
914	0.05236833292
915	0.05228927831
916	0.05215686389
917	0.05211499565
918	0.05208362579
919	0.05204660082
920	0.05195296857
921	0.0519092697
922	0.05185412389
923	0.05179482086
924	0.05176261256
925	0.05169187525
926	0.05163455956
927	0.05160039706
928	0.05156796144
929	0.05148737011
930	0.05140720197
931	0.05135572163
932	0.05128477454
933	0.05120296754
934	0.05112344307
935	0.05099311486
936	0.05088079479
937	0.05078790353
938	0.05071550157
939	0.05065803206
940	0.05055333652
941	0.05052965198
942	0.05043901706
943	0.05036566368
944	0.05025258857
945	0.05019658535
946	0.05009159566
947	0.05002577574
948	0.05000839132
949	0.04989564651
950	0.04981294591
951	0.04973338192
952	0.04968191101
953	0.04960483928
954	0.04953423396
955	0.04943821202
956	0.04937374912
957	0.04933324881
958	0.04929226864
959	0.04924270646
960	0.04914512901
961	0.04912064699
962	0.04904429873
963	0.04897834982
964	0.04887970608
965	0.04870822945
966	0.04863488455
967	0.0485443765
968	0.04847212213
969	0.04840352891
970	0.04832847013
971	0.04826020474
972	0.0482405398
973	0.04818824504
974	0.04813796329
975	0.04808185101
976	0.0480312607
977	0.04796395514
978	0.04792874957
979	0.04781800755
980	0.04776675425
981	0.04767451212
982	0.04762870221
983	0.04755845421
984	0.04744706951
985	0.04740217395
986	0.04736197761
987	0.04708977905
988	0.04704330111
989	0.04699873593
990	0.04698207027
991	0.04689844535
992	0.04686198257
993	0.04681601876
994	0.04670940463
995	0.04664755731
996	0.04654623389
997	0.04650097795
998	0.04644570829
999	0.04639193921
